virtual_medical_product_code,trade_family_code
15145611000001102,10365701000001103
4368511000001101,10365701000001103
4368311000001107,10365701000001103
16090711000001104,10365701000001103
15145311000001107,10365701000001103
15145411000001100,10365701000001103
4368411000001100,10365701000001103
16102111000001109,10365801000001107
16101911000001101,10365801000001107
24856911000001102,10365801000001107
35431611000001103,10365801000001107
16102011000001108,10365801000001107
16102211000001103,10365901000001101
16102211000001103,10365901000001101
16102211000001103,10365901000001101
16102211000001103,10365901000001101
4138911000001106,10366001000001105
16037611000001101,10366101000001106
16037811000001102,10366101000001106
16037711000001105,10366101000001106
16074511000001106,10366201000001104
22226211000001105,10366301000001108
16089911000001109,10366301000001108
16089911000001109,10366301000001108
22226211000001105,10366301000001108
16089911000001109,10366301000001108
16089911000001109,10366301000001108
16089911000001109,10366301000001108
16089911000001109,10366301000001108
16089911000001109,10366301000001108
16089911000001109,10366301000001108
22226211000001105,10366301000001108
22226211000001105,10366301000001108
22226211000001105,10366301000001108
16074411000001107,10366401000001100
441078003,10366501000001101
35903711000001100,10366501000001101
17281111000001103,10366501000001101
15936211000001107,10367001000001108
3434811000001105,10367101000001109
3398511000001101,10367201000001102
3398511000001101,10367201000001102
16109511000001109,10367301000001106
39703911000001101,10367401000001103
39703811000001106,10367401000001103
39703911000001101,10367401000001103
39703911000001101,10367401000001103
39703911000001101,10367401000001103
39703911000001101,10367401000001103
39703811000001106,10367401000001103
39703811000001106,10367401000001103
39703911000001101,10367401000001103
39703811000001106,10367401000001103
39703811000001106,10367401000001103
39703811000001106,10367401000001103
39703911000001101,10367401000001103
39703911000001101,10367401000001103
16174411000001100,10367501000001104
16174311000001107,10367501000001104
371245005,10367601000001100
16130111000001104,10367701000001105
326559001,10367901000001107
7565811000001103,10368001000001109
39022011000001103,10368101000001105
39024311000001107,10368101000001105
16129711000001108,10368201000001103
16129811000001100,10368301000001107
16130011000001100,10368401000001104
16130211000001105,10368501000001100
16197911000001106,10368601000001101
16197611000001100,10368801000001102
36511211000001104,10368901000001108
16197411000001103,10368901000001108
16197411000001103,10368901000001108
34606611000001108,10368901000001108
16197411000001103,10368901000001108
34606611000001108,10368901000001108
16197411000001103,10368901000001108
16197411000001103,10368901000001108
34160111000001103,10369001000001103
34159911000001101,10369001000001103
34160011000001104,10369001000001103
16130411000001109,10369201000001109
23560511000001101,10369401000001108
38750411000001106,10369401000001108
38750311000001104,10369401000001108
38750411000001106,10369501000001107
38750311000001104,10369501000001107
3408711000001103,10369601000001106
348501006,10369601000001106
327083007,10369801000001105
327082002,10369801000001105
327085000,10369801000001105
331522008,10369901000001104
16436311000001100,10370001000001100
16436211000001108,10370101000001104
15913411000001106,10370301000001102
15913411000001106,10370301000001102
15913411000001106,10370301000001102
15913411000001106,10370301000001102
15913411000001106,10370301000001102
15913411000001106,10370301000001102
15913411000001106,10370301000001102
15913411000001106,10370301000001102
15913311000001104,10370301000001102
15913411000001106,10370301000001102
15913411000001106,10370301000001102
15913411000001106,10370301000001102
15913411000001106,10370301000001102
15913411000001106,10370301000001102
15913311000001104,10370301000001102
15913411000001106,10370301000001102
15913411000001106,10370301000001102
15913411000001106,10370301000001102
15913411000001106,10370301000001102
15913411000001106,10370301000001102
15913311000001104,10370301000001102
15913411000001106,10370301000001102
15913411000001106,10370301000001102
15913411000001106,10370301000001102
15913411000001106,10370301000001102
15913411000001106,10370301000001102
14696211000001106,10370501000001109
4483211000001104,10370501000001109
38750411000001106,10370601000001108
38750311000001104,10370601000001108
10196911000001104,10370701000001103
10903711000001107,10370901000001101
37454311000001109,10371000001106
38750411000001106,10371001000001105
38750311000001104,10371001000001105
9117811000001107,10371101000001106
8024611000001102,10371101000001106
13566111000001109,10371201000001104
13566211000001103,10371201000001104
16132411000001105,10371501000001101
39112311000001102,10371701000001107
38896211000001104,10371801000001103
329653008,10371901000001109
329652003,10371901000001109
330202001,10371901000001109
7566711000001103,10372201000001107
7566711000001103,10372301000001103
7566711000001103,10372401000001106
39734611000001101,10372501000001105
39734611000001101,10372501000001105
39734911000001107,10372501000001105
39734911000001107,10372501000001105
39734611000001101,10372501000001105
39734611000001101,10372501000001105
39734911000001107,10372501000001105
39734611000001101,10372501000001105
39734911000001107,10372501000001105
39734711000001105,10372501000001105
39734911000001107,10372501000001105
39734911000001107,10372501000001105
39734911000001107,10372501000001105
39734611000001101,10372501000001105
39734611000001101,10372501000001105
39734911000001107,10372501000001105
39734911000001107,10372501000001105
39734611000001101,10372501000001105
16525411000001109,10372601000001109
16549011000001100,10372801000001108
16593011000001108,10372901000001102
16593111000001109,10372901000001102
16593111000001109,10372901000001102
16593111000001109,10372901000001102
16593111000001109,10372901000001102
16593111000001109,10372901000001102
16593111000001109,10372901000001102
16592911000001100,10373001000001106
35086111000001103,10373001000001106
14800311000001108,10373101000001107
16604011000001101,10373201000001100
16604111000001100,10373201000001100
16604111000001100,10373201000001100
16604111000001100,10373201000001100
16604111000001100,10373201000001100
16604011000001101,10373201000001100
10196911000001104,10373301000001109
10196911000001104,10373401000001101
16603511000001106,10373501000001102
16603611000001105,10373601000001103
16632311000001102,10373701000001108
16614511000001107,10373801000001104
16616211000001104,10373801000001104
16613211000001106,10373901000001105
16611411000001106,10373901000001105
16617111000001108,10374001000001108
16617711000001109,10374001000001108
16615111000001104,10374101000001109
16618911000001107,10374201000001102
16618311000001106,10374201000001102
16651511000001104,10374401000001103
16603911000001104,10374401000001103
10245211000001108,10374501000001104
3439111000001102,10374501000001104
10245211000001108,10374501000001104
16596711000001103,10381000001108
37454611000001104,10431000001104
21366111000001101,10531000001103
7902511000001100,10531000001103
39297211000001107,10531000001103
34199011000001109,10531000001103
327545000,10531000001103
326324002,10539501000001100
326324002,10539501000001100
16658211000001106,10539601000001101
16658611000001108,10539601000001101
10245211000001108,10539701000001106
16651111000001108,10540201000001107
16651411000001103,10540201000001107
16651211000001102,10540201000001107
16651311000001105,10540201000001107
16698811000001101,10540301000001103
16725111000001100,10540401000001106
16725111000001100,10540401000001106
16725011000001101,10540401000001106
16725111000001100,10540401000001106
16725011000001101,10540401000001106
16725011000001101,10540401000001106
16697811000001100,10540501000001105
16698211000001102,10540501000001105
16702011000001102,10540601000001109
16725211000001106,10540701000001104
16725211000001106,10540701000001104
16725211000001106,10540701000001104
16725211000001106,10540701000001104
16725211000001106,10540701000001104
16725211000001106,10540701000001104
36566411000001105,10540801000001108
39020711000001100,10540901000001102
3875911000001106,10541001000001106
11718411000001108,10541101000001107
38754011000001109,10541201000001100
16757111000001108,10541401000001101
16757011000001107,10541501000001102
16757011000001107,10541501000001102
16757011000001107,10541501000001102
16756611000001102,10541701000001108
7565711000001106,10541901000001105
7565711000001106,10541901000001105
7566411000001109,10542001000001102
4282711000001102,10542101000001101
17020611000001103,10542201000001108
17020011000001105,10542201000001108
17020511000001102,10542201000001108
17020211000001100,10542201000001108
17020411000001101,10542201000001108
17020111000001106,10542201000001108
17020311000001108,10542201000001108
17020711000001107,10542201000001108
317322009,10542301000001104
7594711000001109,10542401000001107
7525511000001105,10542401000001107
17042811000001100,10542501000001106
441623005,10542601000001105
441623005,10542601000001105
17042711000001108,10542601000001105
17042711000001108,10542601000001105
441623005,10542601000001105
441623005,10542601000001105
441623005,10542601000001105
441623005,10542601000001105
17042711000001108,10542601000001105
441623005,10542601000001105
17038211000001100,10542701000001100
17038711000001107,10542701000001100
17037611000001102,10542701000001100
332904001,10542801000001109
39024311000001107,10542901000001103
4138911000001106,10543001000001107
330037008,10543101000001108
7904211000001107,10543201000001101
9742711000001104,10543201000001101
7904211000001107,10543201000001101
4283511000001100,10543201000001101
39691711000001107,10543301000001105
39691711000001107,10543301000001105
39691711000001107,10543301000001105
17071811000001108,10543401000001102
17071811000001108,10543401000001102
17071811000001108,10543401000001102
17071811000001108,10543401000001102
17071811000001108,10543401000001102
17071811000001108,10543401000001102
17071811000001108,10543401000001102
17071611000001109,10543501000001103
36136211000001105,10543701000001109
17051511000001108,10543801000001100
17046511000001102,10543801000001100
17051111000001104,10543801000001100
17051911000001101,10543801000001100
17052511000001100,10543801000001100
17048911000001108,10543801000001100
17053111000001103,10543801000001100
17045811000001107,10543801000001100
17046511000001102,10543801000001100
17045811000001107,10543801000001100
17048911000001108,10543801000001100
17050711000001106,10543801000001100
17049511000001107,10543801000001100
17045411000001105,10543801000001100
17046511000001102,10543801000001100
17047511000001100,10543801000001100
17050111000001105,10543801000001100
17045811000001107,10543801000001100
17052511000001100,10543801000001100
17047511000001100,10543801000001100
17051911000001101,10543801000001100
17051511000001108,10543801000001100
17050111000001105,10543801000001100
17046511000001102,10543801000001100
17048111000001105,10543801000001100
17048511000001101,10543801000001100
17049511000001107,10543801000001100
17048911000001108,10543801000001100
441486009,10543901000001106
39461711000001108,10543901000001106
449131003,10543901000001106
442045008,10543901000001106
17156311000001104,10544001000001109
15568111000001100,10544201000001103
15145611000001102,10544201000001103
28990111000001104,10544201000001103
15145411000001100,10544201000001103
15145311000001107,10544201000001103
17180811000001100,10544201000001103
7565811000001103,10544301000001107
17185211000001105,10544401000001104
17192211000001101,10544501000001100
17192211000001101,10544501000001100
16527311000001105,10544601000001101
17181511000001105,10544701000001106
17181511000001105,10544701000001106
17181511000001105,10544701000001106
17181511000001105,10544701000001106
17181511000001105,10544701000001106
3434811000001105,10544801000001102
17175311000001107,10544901000001108
330781005,10545001000001108
17236411000001109,10545301000001106
17236411000001109,10545301000001106
17236411000001109,10545301000001106
17235811000001103,10545301000001106
17235611000001102,10545401000001103
17236111000001104,10545501000001104
4368411000001100,10545601000001100
4368311000001107,10545601000001100
15097611000001109,10545601000001100
16090711000001104,10545601000001100
19475911000001100,10545601000001100
15145311000001107,10545601000001100
15097511000001105,10545601000001100
15145411000001100,10545601000001100
15145611000001102,10545601000001100
4368511000001101,10545601000001100
17236011000001100,10545701000001105
4792111000001106,10545801000001101
4792011000001105,10545801000001101
4504511000001106,10545801000001101
4792211000001100,10545801000001101
4504411000001107,10545801000001101
348315009,10545901000001107
19265711000001106,10546101000001102
17190711000001109,10546101000001102
36566411000001105,10546201000001109
10196911000001104,10546301000001100
17293811000001105,10546401000001108
17313111000001106,10546501000001107
17313711000001107,10546601000001106
17313811000001104,10546601000001106
17313811000001104,10546601000001106
17313711000001107,10546601000001106
17313711000001107,10546601000001106
17313711000001107,10546601000001106
17313811000001104,10546601000001106
17313711000001107,10546601000001106
17313811000001104,10546601000001106
17296411000001103,10546701000001101
17296011000001107,10546701000001101
17313511000001102,10546801000001105
425685004,10546901000001104
36566411000001105,10547101000001104
34607511000001106,10547201000001106
17297711000001107,10547201000001106
37854811000001107,10547301000001102
17315811000001100,10547301000001102
33523711000001105,10547301000001102
17334911000001101,10547401000001105
17358611000001103,10547501000001109
17358711000001107,10547601000001108
17483211000001107,10547601000001108
39020411000001106,10547701000001103
38027911000001104,10547801000001107
442752002,10547801000001107
7565811000001103,10547901000001101
17428911000001104,10548001000001104
4483211000001104,10548101000001103
4483311000001107,10548101000001103
17483411000001106,10548101000001103
326324002,10548201000001105
326309006,10548301000001101
326310001,10548301000001101
3545111000001106,10548401000001109
39702111000001105,10548501000001108
39702011000001109,10548501000001108
38754011000001109,10548601000001107
17463411000001109,10548701000001102
326358005,10548801000001106
326361006,10548801000001106
20595511000001105,10548901000001100
38754011000001109,10549501000001101
36564311000001109,10549601000001102
4246511000001102,10549801000001103
4557011000001104,10550001000001104
4245511000001109,10550101000001103
22752411000001104,10550101000001103
36136311000001102,10550201000001105
10190611000001108,10550301000001101
10226111000001106,10550301000001101
17525611000001108,10550401000001109
17563011000001107,10550501000001108
17563111000001108,10550601000001107
38897311000001105,10550701000001102
17563211000001102,10550801000001106
17562911000001104,10550901000001100
17631311000001107,10551201000001103
17631411000001100,10551201000001103
324180003,10551301000001107
324181004,10551301000001107
14062911000001108,10551401000001104
36563711000001106,10551501000001100
39024511000001101,10551601000001101
17631511000001101,10551801000001102
17651811000001102,10551901000001108
24129211000001107,10552001000001100
38750511000001105,10552001000001100
37501011000001108,10571000001101
37501511000001100,10581000001104
37501111000001109,10631000001102
38750311000001104,10706101000001108
38750411000001106,10706101000001108
9843711000001109,10706201000001101
4999711000001106,10706201000001101
327042009,10706301000001105
327045006,10706301000001105
12564311000001105,10706301000001105
12564211000001102,10706301000001105
327043004,10706301000001105
327044005,10706301000001105
17658211000001107,10706401000001102
39022611000001105,10706501000001103
39111711000001105,10706501000001103
17674211000001104,10706601000001104
327085000,10706801000001100
327082002,10706801000001100
327083007,10706801000001100
17674111000001105,10706901000001106
16037611000001101,10706901000001106
17828411000001104,10707001000001105
14696511000001109,10707101000001106
38750311000001104,10707201000001104
38750411000001106,10707201000001104
17828511000001100,10707301000001108
17882211000001105,10707501000001101
4367511000001100,10707601000001102
17674711000001106,10707701000001107
35813111000001107,10707701000001107
17674711000001106,10707701000001107
36047411000001101,10707801000001103
36047411000001101,10707801000001103
3471011000001100,10707901000001109
10821411000001102,10708001000001106
17959611000001104,10708001000001106
17959211000001101,10708001000001106
17958811000001107,10708001000001106
17871411000001107,10708101000001107
17872411000001102,10708101000001107
34160611000001106,10708201000001100
17987011000001105,10708701000001108
32523511000001106,10708701000001108
32466911000001108,10708701000001108
17986911000001106,10708701000001108
32467311000001105,10708701000001108
32467711000001109,10708701000001108
18022811000001108,10708801000001104
18023611000001104,10708801000001104
18023211000001101,10708801000001104
23984711000001106,10708901000001105
18038011000001101,10708901000001105
18038111000001100,10708901000001105
39711411000001108,10709001000001100
39711411000001108,10709001000001100
18037911000001103,10709101000001104
17873811000001108,10709201000001106
17873211000001107,10709201000001106
17872811000001100,10709201000001106
327096008,10709301000001102
327097004,10709301000001102
28947611000001104,10709301000001102
327096008,10709301000001102
28947711000001108,10709301000001102
327103006,10709301000001102
41069711000001109,10709401000001105
18038311000001103,10709401000001105
9445811000001107,10709501000001109
18006311000001108,10709601000001108
34158611000001103,10709701000001103
18043511000001101,10709801000001107
34159811000001106,10710001000001107
34159811000001106,10710001000001107
18084011000001101,10710101000001108
18083711000001101,10710201000001101
36037311000001109,10710501000001103
18291211000001101,10710601000001104
18291211000001101,10710601000001104
18291211000001101,10710601000001104
39363211000001108,10710601000001104
18146611000001100,10710601000001104
18291211000001101,10710601000001104
39113611000001102,10710701000001109
38750311000001104,10710801000001100
38750411000001106,10710801000001100
18153311000001103,10710901000001106
18153311000001103,10710901000001106
18153311000001103,10710901000001106
38893711000001104,10711001000001102
39113511000001101,10711001000001102
38893711000001104,10711001000001102
39113511000001101,10711001000001102
36142611000001107,10711101000001101
330731001,10711201000001108
18172111000001108,10711301000001104
18172011000001107,10711301000001104
18172211000001102,10711301000001104
327106003,10711501000001106
327104000,10711501000001106
327104000,10711601000001105
327106003,10711601000001105
39020411000001106,10711701000001100
39020411000001106,10711701000001100
17155711000001108,10711801000001109
7525511000001105,10712001000001106
7525511000001105,10712201000001100
16437111000001104,10712301000001109
7566411000001109,10712401000001101
7566411000001109,10712501000001102
18245411000001105,10712701000001108
18245411000001105,10712701000001108
18245411000001105,10712701000001108
18245811000001107,10712801000001104
18244811000001106,10712901000001105
324501005,10713001000001101
324500006,10713001000001101
324501005,10713001000001101
324501005,10713001000001101
324501005,10713001000001101
18288711000001104,10713101000001100
18278011000001108,10713201000001107
18279211000001108,10713201000001107
18289011000001106,10713301000001103
18288911000001102,10713301000001103
38775911000001105,10713401000001106
18288811000001107,10713401000001106
38775911000001105,10713401000001106
38775811000001100,10713401000001106
38775911000001105,10713401000001106
38775811000001100,10713401000001106
38775911000001105,10713401000001106
18288811000001107,10713401000001106
18288811000001107,10713401000001106
18288811000001107,10713401000001106
38775911000001105,10713401000001106
38775811000001100,10713401000001106
38775911000001105,10713401000001106
18288811000001107,10713401000001106
18288611000001108,10713501000001105
18288511000001109,10713601000001109
407858000,10713701000001104
330814003,10713801000001108
704465002,10714001000001104
32472211000001106,10714001000001104
704465002,10714001000001104
704465002,10714001000001104
32472211000001106,10714001000001104
32472211000001106,10714001000001104
704465002,10714001000001104
704465002,10714001000001104
704465002,10714001000001104
32472211000001106,10714001000001104
34713411000001108,10714001000001104
704465002,10714001000001104
704465002,10714001000001104
39024511000001101,10714101000001103
39024511000001101,10714101000001103
39024511000001101,10714101000001103
39024511000001101,10714101000001103
39024511000001101,10714101000001103
18357811000001108,10714401000001109
18357811000001108,10714401000001109
18357811000001108,10714401000001109
18357811000001108,10714401000001109
323210005,10714501000001108
323209000,10714501000001108
323208008,10714501000001108
13133011000001101,10714501000001108
18045411000001101,10714601000001107
323208008,10714601000001107
18045511000001102,10714601000001107
18045411000001101,10714601000001107
323209000,10714601000001107
16174611000001102,10714601000001107
18045511000001102,10714601000001107
16174511000001101,10714601000001107
13133011000001101,10714601000001107
16174711000001106,10714601000001107
16174811000001103,10714601000001107
16174911000001108,10714601000001107
323210005,10714601000001107
9484411000001101,10714701000001102
35355611000001108,10714801000001106
35355611000001108,10714801000001106
326324002,10714901000001100
35895211000001103,10715001000001100
18289911000001105,10715001000001100
23464611000001101,10715101000001104
14743211000001100,10715101000001104
17844311000001103,10715101000001104
18248211000001104,10715101000001104
346992009,10715401000001105
37531111000001103,10771000001107
323829009,10791000001106
323830004,10791000001106
35926011000001103,10831000001101
317335000,10881000001102
326873001,10931000001108
37602111000001107,10971000001105
37602111000001107,10971000001105
11490511000001102,10971101000001104
36145111000001106,10971201000001106
18496411000001109,10971301000001102
18496311000001102,10971401000001105
36799911000001109,10971501000001109
18484211000001101,10971501000001109
13277611000001101,10971601000001108
13277611000001101,10971601000001108
317417008,10971601000001108
37762711000001100,10971601000001108
317417008,10971601000001108
13277611000001101,10971601000001108
317417008,10971601000001108
18496711000001103,10971701000001103
22164211000001109,10971701000001103
18482711000001103,10971801000001107
39021611000001104,10971901000001101
39021511000001103,10971901000001101
39021411000001102,10971901000001101
39021611000001104,10971901000001101
39021411000001102,10971901000001101
39021511000001103,10971901000001101
330726003,10972001000001109
327373002,10972101000001105
9096411000001102,10972201000001103
331722005,10972401000001104
18764211000001106,10972801000001102
22053611000001108,10972801000001102
17431011000001106,10972901000001108
18300811000001102,10972901000001108
17431111000001107,10972901000001108
18560511000001101,10973001000001104
14938111000001109,10973301000001101
18562311000001106,10973401000001109
18562311000001106,10973401000001109
18562311000001106,10973401000001109
18595211000001106,10973501000001108
18549211000001100,10973601000001107
18615511000001102,10973701000001102
3731911000001105,10973801000001106
18615211000001100,10973901000001100
18615311000001108,10973901000001100
4072411000001105,10974001000001102
327097004,10974101000001101
327103006,10974101000001101
327096008,10974101000001101
18615411000001101,10974201000001108
442472008,10974301000001104
442341005,10974301000001104
24408811000001107,10974301000001104
18672111000001109,10974401000001107
18671811000001106,10974401000001107
18672211000001103,10974401000001107
18671911000001101,10974401000001107
18672011000001108,10974401000001107
7566411000001109,10974601000001105
7566411000001109,10974601000001105
7566411000001109,10974601000001105
7566411000001109,10974601000001105
7566411000001109,10974601000001105
7566411000001109,10974601000001105
7566411000001109,10974601000001105
7660311000001107,10974701000001100
39110511000001107,10974801000001109
39110511000001107,10974801000001109
38896211000001104,10974901000001103
9552411000001109,10975001000001103
3434811000001105,10975101000001102
18636111000001105,10975201000001109
18636011000001109,10975201000001109
28422611000001102,10975201000001109
18635911000001101,10975201000001109
18764511000001109,10975201000001109
18635811000001106,10975201000001109
18748011000001104,10975301000001100
37236211000001108,10975301000001100
39046011000001102,10975401000001108
39046111000001101,10975401000001108
18759311000001105,10975401000001108
31142411000001107,10975501000001107
18645711000001102,10975501000001107
31142311000001100,10975501000001107
38754011000001109,10975701000001101
18765711000001100,10975801000001105
18767011000001109,10975901000001104
10893511000001108,10976201000001102
12298911000001108,10976301000001106
22402911000001106,10976401000001103
39149211000001107,10976401000001103
23611811000001102,10976501000001104
18764311000001103,10976501000001104
20065811000001107,10976501000001104
18764411000001105,10976501000001104
20065911000001102,10976501000001104
704481007,10976601000001100
704478002,10976601000001100
704477007,10976601000001100
704479005,10976601000001100
704480008,10976601000001100
18772111000001102,10976601000001100
13454511000001107,10976801000001101
18781111000001100,10977001000001106
29686811000001106,10977001000001106
18988011000001100,10977201000001100
18987911000001102,10977201000001100
18988111000001104,10977201000001100
18988211000001105,10977201000001100
18987811000001107,10977201000001100
3395311000001103,10977601000001103
19170211000001101,10977701000001108
18782211000001104,10977801000001104
18782211000001104,10977801000001104
18782211000001104,10977801000001104
18782211000001104,10977801000001104
18782211000001104,10977801000001104
14982811000001108,10978001000001107
18852611000001109,10978101000001108
22402711000001109,10978201000001101
17527711000001105,10978201000001101
19626311000001107,10978201000001101
11788611000001108,10978201000001101
22402711000001109,10978201000001101
24495811000001101,10978201000001101
16197311000001105,10978201000001101
19626311000001107,10978201000001101
19200011000001102,10978201000001101
16197311000001105,10978201000001101
19199911000001109,10978201000001101
17334411000001109,10978201000001101
16210911000001108,10978201000001101
19973811000001109,10978201000001101
19973811000001109,10978201000001101
19200111000001101,10978301000001105
34502411000001102,10978601000001104
19180011000001103,10978601000001104
19199811000001104,10978701000001109
