"code","name"
"777387005",Antithymocyte immunoglobulin (rabbit)
"774623008",Apalutamide
"774624002",Apixaban
"774625001",Apomorphine
"11466011000001105",Apple mistletoe
"11466111000001106",Apple mistletoe + Copper carbonate
"11466211000001100",Apple mistletoe + Mercuric sulfate
"11466311000001108",Apple mistletoe + Silver carbonate
"774626000",Apraclonidine
"774628004",Apremilast
"774629007",Aprepitant
"774631003",Aprotinin
"774632005",Arachis oil
"774635007",Argatroban
"9900511000001105",Arginine
"31796611000001109",Arginine + Lysine
"13293901000001105",Argipressin
"774636008",Aripiprazole
"774638009",Arsenic
"774641000",Artemether + Lumefantrine
"774642007",Artesunate
"783830003",Articaine + Adrenaline
"40580211000001100",Asciminib
"774644008",Ascorbic acid
"13295001000001107",Ascorbic acid + Nicotinamide
"9901011000001106",Ascorbic acid + Zinc
"774652006",Asenapine
"774653001",Asfotase alfa
"17487711000001105",Ash mistletoe
"774654007",Asparaginase
"774656009",Aspirin
"774659002",Aspirin + Caffeine
"774667005",Aspirin + Codeine
"1208366007",Aspirin + Isosorbide mononitrate
"774675004",Aspirin + Metoclopramide
"774678002",Aspirin + Papaveretum
"774679005",Aspirin + Paracetamol
"32900211000001104",Ataluren
"774683005",Atazanavir
"774684004",Atazanavir + Cobicistat
"774685003",Atenolol
"774686002",Atenolol + Bendroflumethiazide
"774688001",Atenolol + Nifedipine
"774689009",Atezolizumab
"40518711000001106",Atidarsagene autotemcel
"42316711000001100",Atogepant
"774690000",Atomoxetine
"773455007",Atorvastatin
"774691001",Atosiban
"774692008",Atovaquone
"774694009",Atracurium
"774696006",Atropine
"30839411000001101",Atropine + Adrenaline + Procaine
"31770111000001105",Attenuated strain of Bacillus Calmette-Guerin
"774703001",Auranofin
"39944711000001103",Autologous CD34+ cells transduced to express human adenosine deaminase
"34881711000001103",Autologous human corneal epithelial cells
"40831311000001108",Avacopan
"1172665000",Avalglucosidase alfa
"774705008",Avanafil
"838471001",Avapritinib
"774706009",Avatrombopag
"774707000",Avelumab
"774713009",Axicabtagene ciloleucel
"773390003",Axitinib
"774714003",Azacitidine
"774715002",Azapropazone
"774716001",Azatadine
"774718000",Azathioprine
"774719008",Azelaic acid
"774720002",Azelastine
"774721003",Azilsartan
"774722005",Azithromycin
"774725007",Aztreonam
"774702006",Bacillus Calmette-Guerin
"774732003",Baclofen
"40338011000001101",Baloxavir marboxil
"774733008",Balsalazide
"774736000",Bambuterol
"1119346000",Bamlanivimab
"774738004",Baricitinib
"774739007",Barium
"774741008",Basiliximab
"774743006",Becaplermin
"774745004",Beclometasone
"12913411000001108",Beclometasone + Formoterol
"34855311000001107",Beclometasone + Formoterol + Glycopyrronium bromide
"774747007",Bedaquiline
"774748002",Bee venom
"421161003",Beeswax
"896749002",Belantamab mafodotin
"774751009",Belatacept
"774752002",Belimumab
"42596211000001106",Belladonna
"1163572003",Belumosudil
"41135811000001100",Belzutifan
"774760001",Bemiparin
"870616001",Bempedoic + Ezetimibe
"870610007",Bempedoic acid
"774763004",Bendamustine
"774764005",Bendroflumethiazide
"774766007",Bendroflumethiazide + Potassium
"774773002",Benorilate
"774774008",Benperidol
"774776005",Benralizumab
"774781001",Benzalkonium
"1234764000",Benzathine benzylpenicillin
"774786006",Benzatropine
"774787002",Benzbromarone
"774792000",Benznidazole
"774793005",Benzocaine
"774794004",Benzocaine + Cetylpyridinium
"774795003",Benzocaine + Chloroxylenol
"774796002",Benzocaine + Dequalinium
"774798001",Benzocaine + Mepyramine
"774804004",Benzocaine + Triclosan
"774805003",Benzocaine + Tyrothricin
"774807006",Benzoic acid + Salicylic acid
"774811000",Benzoyl peroxide
"774812007",Benzoyl peroxide + Clindamycin
"774813002",Benzoyl peroxide + Erythromycin
"774815009",Benzoyl peroxide + Potassium hydroxyquinoline sulfate
"774820009",Benzydamine
"42778711000001108",Benzyl alcohol + Eucalyptus oil
"774822001",Benzyl benzoate
"774826003",Benzylpenicillin
"774831001",Beractant
"1144619006",Berotralstat
"39477711000001106",Besilesomab
"774835005",Betacarotene
"774837002",Betahistine
"774838007",Betaine
"774839004",Betamethasone
"774841003",Betamethasone + Clioquinol
"774842005",Betamethasone + Clotrimazole
"22393011000001108",Betamethasone + Coal tar + Salicylic acid
"40588811000001101",Betamethasone + Doxycycline + Nystatin
"774843000",Betamethasone + Fusidic acid
"30806111000001105",Betamethasone + Ichthammol
"774844006",Betamethasone + Neomycin
"22382911000001101",Betamethasone + Propylene glycol
"774847004",Betaxolol
"774848009",Bethanechol
"39483911000001109",Betiatide
"774850001",Bevacizumab
"774851002",Bexarotene
"774852009",Bezafibrate
"774853004",Bezlotoxumab
"774854005",Bicalutamide
"35641711000001106",Bictegravir + Emtricitabine + Tenofovir alafenamide
"10569011000001103",Bifidobacterium + Lactobacillus
"774858008",Bifonazole
"774859000",Bilastine
"774860005",Bimatoprost
"774861009",Bimatoprost + Timolol
"40033211000001102",Bimekizumab
"774862002",Binimetinib
"774863007",Biotin
"774864001",Biperiden
"774869006",Bisacodyl
"82290007",Bismuth
"774874003",Bismuth subcarbonate
"774875002",Bismuth subgallate
"774876001",Bismuth subnitrate
"774877005",Bismuth subnitrate + Iodoform
"774878000",Bismuth subsalicylate
"774880006",Bisoprolol
"28367311000001105",Bisoprolol + Aspirin
"774881005",Bisoprolol + Hydrochlorothiazide
"774885001",Bivalirudin
"9899211000001109",Black currant
"774371002",Black widow spider venom antiserum
"774886000",Bleomycin
"778531003",Blinatumomab
"774888004",Boceprevir
"777608006",Borage oil
"13294601000001100",Borax
"777580006",Boric acid
"9902111000001102",Boron
"774890003",Bortezomib
"774891004",Bosentan
"774892006",Bosutinib
"774894007",Botulinum A toxin
"774893001",Botulinum antitoxin
"774895008",Botulinum B toxin
"19317211000001100",Botulism antitoxin
"774904003",Brentuximab vedotin
"774905002",Bretylium
"895370000",Brexucabtagene autoleucel
"774906001",Brigatinib
"774907005",Brilliant green
"774908000",Brilliant green + Crystal violet
"774909008",Brimonidine
"774910003",Brimonidine + Timolol
"774911004",Brinzolamide
"25502411000001106",Brinzolamide + Brimonidine
"15465711000001103",Brinzolamide + Timolol
"774912006",Brivaracetam
"24617711000001104",Brivudine
"774913001",Brodalumab
"822955007",Brolucizumab
"774914007",Bromazepam
"774918005",Bromfenac
"846648000",Bromhexine
"774919002",Bromocriptine
"774920008",Brompheniramine
"774924004",Budesonide
"774925003",Budesonide + Formoterol
"41151411000001104",Bulevirtide
"774929009",Bumetanide
"774930004",Bumetanide + Potassium
"774932007",Bupivacaine
"774933002",Bupivacaine + Adrenaline
"17066911000001103",Bupivacaine + Fentanyl
"230371000001106",Bupivacaine + Glucose
"40164411000001104",Bupivacaine liposomal
"774936005",Buprenorphine
"774937001",Buprenorphine + Naloxone
"774938006",Bupropion
"774941002",Burosumab
"774942009",Buserelin
"774943004",Buspirone
"774944005",Busulfan
"774951001",Butobarbital
"787738001",C1-esterase inhibitor human
"774960009",Cabazitaxel
"774961008",Cabergoline
"1145348000",Cabotegravir
"774962001",Cabozantinib
"774963006",Cade oil
"22392111000001103",Cade oil + Salicylic acid
"39930711000001105",Cade oil + Salicylic acid + Sulfur
"774965004",Cadexomer-iodine
"774966003",Caffeine
"774974002",Caffeine + Sodium benzoate
"23428011000001108",Caffeine citrate
"774975001",Calamine
"16245311000001107",Calamine + Coal tar
"33566211000001101",Calamine + Coal tar + Zinc oxide
"774977009",Calamine + Dibrompropamidine
"22700011000001104",Calamine + Ichthammol
"33566311000001109",Calamine + Ichthammol + Zinc oxide
"774979007",Calamine + Zinc oxide
"774980005",Calcifediol
"774981009",Calcipotriol
"774840002",Calcipotriol + Betamethasone
"774982002",Calcitonin
"774983007",Calcitriol
"774985000",Calcium acetate
"15219011000001103",Calcium acetate + Magnesium carbonate
"13296501000001106",Calcium ascorbate
"774989006",Calcium carbonate
"14688211000001108",Calcium carbonate + Ergocalciferol
"774995007",Calcium carbonate + Magnesium carbonate
"774997004",Calcium carbonate + Opium
"774998009",Calcium carbonate + Simeticone
"16742011000001108",Calcium carbonate + Sodium alginate + Sodium bicarbonate
"775000001",Calcium chloride
"10045811000001101",Calcium chloride + Sodium chloride + Sodium lactate + Potassium chloride
"10045711000001109",Calcium chloride dihydrate + Potassium chloride + Sodium chloride
"111157006",Calcium folinate
"775001002",Calcium glubionate + Calcium lactobionate
"775002009",Calcium gluconate
"28589211000001107",Calcium gluconate + Calcium lactate
"420785009",Calcium glycinate
"775007003",Calcium lactate
"775008008",Calcium lactate + Calcium phosphate + Ergocalciferol
"42778211000001101",Calcium lactate gluconate + Calcium carbonate
"13293601000001103",Calcium pantothenate
"775004005",Calcium phosphate
"775011009",Calcium phosphate + Colecalciferol
"13294201000001102",Calcium polystyrene sulfonate
"418745003",Calcium sulphate
"412108007",Camphor
"775020000",Camphor + Chloroxylenol
"10032411000001105",Camphor + Industrial methylated spirit + Oleic acid
"42005811000001104",Camphor + Soft soap + Turpentine oil
"20469611000001103",Camphor + Sulfurated potash + Zinc sulfate
"9915711000001107",Camphorated opium + Ipecacuanha + Sodium bicarbonate
"10046111000001102",Camphorated opium + Squill oxymel
"775025005",Canagliflozin
"775026006",Canagliflozin + Metformin
"775027002",Canakinumab
"775028007",Candesartan
"775030009",Cangrelor
"775031008",Cannabidiol
"775033006",Cantharidin
"775034000",Capecitabine
"789448005",Caplacizumab
"775035004",Capreomycin
"775036003",Capsaicin
"775039005",Captopril
"775042004",Carbachol
"775043009",Carbamazepine
"775046001",Carbaryl
"775049008",Carbenoxolone
"775050008",Carbetocin
"775051007",Carbidopa
"775054004",Carbimazole
"775058001",Carbocisteine
"22219111000001103",Carbomer
"10035711000001108",Carbomer 974P
"420408005",Carbomer 980
"895687005",Carbon dioxide + Air
"420372008",Carbon dioxide + Oxygen gas
"421982008",Carbon dioxide gas
"40099711000001103",Carbon monoxide + Helium + Oxygen + Nitrogen
"775065009",Carboplatin
"775066005",Carboprost
"42779211000001106",Cardamom
"775068006",Carfilzomib
"775069003",Carglumic acid
"775070002",Cariprazine
"775071003",Carisoprodol
"775072005",Carmellose
"34239211000001107",Carmoisine
"775073000",Carmustine
"329486002",Carnitine
"72161000001108",Carob seed
"72151000001105",Carob seed + Calcium lactate
"775076008",Carteolol
"775077004",Carvedilol
"775080003",Cascara + Senna
"424645002",Casein
"1162701003",Casirivimab
"775082006",Caspofungin
"778661000",Castor oil
"482771000001103",Castor oil + Collodion + Colophony
"38078511000001109",Catridecacog
"20325011000001109",Catumaxomab
"775086009",Cefaclor
"775087000",Cefadroxil
"775088005",Cefalexin
"775090006",Cefamandole
"775092003",Cefazolin
"775095001",Cefepime
"830205006",Cefiderocol
"775097009",Cefixime
"775103002",Cefotaxime
"775107001",Cefoxitin
"775108006",Cefpirome
"775109003",Cefpodoxime
"775110008",Cefprozil
"775112000",Cefradine
"21387311000001104",Ceftaroline fosamil
"775115003",Ceftazidime
"781300005",Ceftazidime + Avibactam
"31009711000001109",Ceftobiprole
"775119009",Ceftolozane + Tazobactam
"775120003",Ceftriaxone
"775121004",Cefuroxime
"775123001",Celecoxib
"775124007",Celiprolol
"775125008",Cellulose
"781612001",Cemiplimab
"775127000",Cenegermin
"830245002",Cenobamate
"775130007",Ceritinib
"42779111000001100",Cerium nitrate + Sulfadiazine silver
"775133009",Cerivastatin
"775134003",Cerliponase alfa
"775135002",Certolizumab pegol
"775136001",Certoparin
"775140005",Cetirizine
"10028511000001109",Cetomacrogol 1000 + Emulsifying Wax + Liquid paraffin + White soft paraffin
"775141009",Cetrimide
"774782008",Cetrimide + Benzalkonium
"775146004",Cetrorelix
"775147008",Cetuximab
"775149006",Cetylpyridinium
"775152003",Cetylpyridinium + Menthol
"775154002",Chalk
"10032711000001104",Chalk + Magnesium carbonate + Magnesium Trisilicate + Sodium Bicarbonate
"42596311000001103",Chamomile
"16615511000001108",Characterised autologous human cartilage cells
"775156000",Chenodeoxycholic acid
"775158004",Chloral hydrate
"775159007",Chlorambucil
"775160002",Chloramphenicol
"775162005",Chlordiazepoxide
"775163000",Chlordiazepoxide + Clidinium
"775164006",Chlorhexidine
"775142002",Chlorhexidine + Cetrimide
"775165007",Chlorhexidine + Chlorobutanol
"775168009",Chlorhexidine + Isopropyl alcohol
"13572711000001103",Chlorhexidine + Sodium fluoride
"775173003",Chlorhexidine + Tetracaine
"775175005",Chlormethine
"775179004",Chlorobutanol
"418083008",Chlorocresol
"775182009",Chlorocresol + Potassium hydroxyquinolone sulfate
"775183004",Chloroform
"775184005",Chloroform + Morphine
"775185006",Chloroprocaine
"14728000",Chloroquine
"13590911000001107",Chloroquine phosphate
"13591011000001104",Chloroquine sulfate
"775188008",Chlorothiazide
"775194000",Chloroxylenol
"775195004",Chlorphenamine
"775216005",Chlorpromazine
"775217001",Chlorpropamide
"775218006",Chlorprothixene
"346498001",Chlorquinaldol + Hydrocortisone
"34157811000001103",Chlorquinaldol + Hydrocortisone butyrate
"775219003",Chlortalidone
"775222001",Chlortetracycline
"202201000001101",Cholera vaccine
"18522011000001100",Cholesterol
"35297711000001106",Cholesterol + Simvastatin
"781370009",Cholic acid
"19693911000001107",Choline dihydrogen citrate
"775229005",Choline salicylate
"775230000",Choline salicylate + Glycerol
"1003561004",Chondroitin
"17013711000001108",Chondroitin + Fish oil
"775232008",Choriogonadotropin alfa
"775231001",Chorionic gonadotrophin
"775233003",Chromium
"775240002",Ciclesonide
"775242005",Ciclosporin
"775243000",Cidofovir
"789074009",Cilastatin + Imipenem + Relebactam
"775246008",Cilazapril
"41082511000001106",Cilgavimab
"775247004",Cilostazol
"775248009",Cimetidine
"775250001",Cinacalcet
"775251002",Cinchocaine
"775252009",Cinchocaine + Hydrocortisone
"775253004",Cinchocaine + Prednisolone
"775257003",Cinnarizine
"775258008",Cinnarizine + Dimenhydrinate
"42234711000001107",Cipaglucosidase alfa
"775260005",Ciprofibrate
"775261009",Ciprofloxacin
"775262002",Ciprofloxacin + Dexamethasone
"35873111000001100",Ciprofloxacin + Fluocinolone acetonide
"775264001",Cisapride
"775265000",Cisatracurium
"773360005",Cisplatin
"775266004",Citalopram
"775267008",Citric acid
"22586111000001103",Citric acid + Glucose + Sodium citrate
"775269006",Citric acid + Ipecacuanha
"775270007",Citric acid + Magnesium carbonate
"786746006",Citric acid + Potassium citrate + Sodium citrate
"10640811000001101",Citronella oil
"775275002",Citrulline
"775276001",Cladribine
"775277005",Clarithromycin
"775280006",Clemastine
"775284002",Clevidipine
"775288004",Clindamycin
"22207511000001102",Clindamycin + Hydrocortisone
"775289007",Clindamycin + Tretinoin
"24557411000001106",Clioquinol + Coal tar + Betamethasone
"775294007",Clobazam
"775295008",Clobetasol
"32393211000001102",Clobetasol + Dithranol
"775296009",Clobetasol + Neomycin + Nystatin
"775297000",Clobetasone
"775299002",Clobetasone + Oxytetracycline + Nystatin
"96282008",Clodronic acid
"775302002",Clofarabine
"775303007",Clofazimine
"775305000",Clomethiazole
"775306004",Clomifene
"775307008",Clomipramine
"775309006",Clonazepam
"775310001",Clonidine
"775314005",Clopidogrel
"775315006",Cloral betaine
"775316007",Clorazepic acid
"19724611000001101",Clotiapine
"775319000",Clotrimazole
"410945009",Clotrimazole + Fluconazole
"775322003",Clove oil
"775180001",Clove oil + Chlorobutanol
"775323008",Clove oil + Lidocaine
"775325001",Clozapine
"34186711000001102",Co-amilofruse
"18036711000001103",Co-amilozide
"774587000",Co-amoxiclav
"18036811000001106",Co-beneldopa
"775053005",Co-careldopa
"775360007",Co-codamol
"18037811000001108",Co-codaprin
"18036911000001101",Co-cyprindiol
"775446006",Co-danthramer
"18037011000001102",Co-danthrusate
"34158411000001101",Co-dergocrine mesilate
"18035211000001104",Co-dydramol
"774592003",Co-fluampicil
"776262005",Co-flumactone
"774509000",Co-magaldrox
"776728006",Co-methiamol
"18037111000001101",Co-phenotrope
"18037211000001107",Co-prenozide
"18037311000001104",Co-proxamol
"776267004",Co-simalcite
"18037411000001106",Co-tenidone
"18037711000001100",Co-triamterzide
"18037511000001105",Co-trimoxazole
"18037611000001109",Co-zidocapt
"775333000",Coal tar
"42779611000001108",Coal tar + Allantoin
"15232411000001109",Coal tar + Betamethasone
"774964000",Coal tar + Cade oil
"15232111000001104",Coal tar + Clobetasol
"17019211000001104",Coal tar + Clobetasone
"35143311000001109",Coal tar + Hydrocortisone
"775335007",Coal tar + Lecithin
"31148811000001106",Coal tar + Propylene glycol + Fluocinolone acetonide
"1177105007",Coal tar + Salicylic acid
"28940711000001107",Coal Tar + Salicylic Acid + Clobetasol
"22677911000001104",Coal tar + Salicylic acid + Clobetasone
"30955111000001101",Coal tar + Salicylic acid + Hydrocortisone
"775336008",Coal tar + Salicylic acid + Sulfur
"20470211000001103",Coal tar + Zinc oxide
"23406911000001103",Coal tar + Zinc oxide + Salicylic acid
"775341000",Cobicistat
"775344008",Cobimetinib
"775345009",Cocaine
"775346005",Cocaine + Adrenaline
"15368211000001108",Coconut oil
"775351004",Cod liver oil
"775354007",Codeine
"775359002",Codeine + Kaolin
"775364003",Colchicine
"775366001",Colecalciferol
"774990002",Colecalciferol + Calcium carbonate
"17383111000001108",Colecalciferol + Calcium citrate
"34229011000001104",Colecalciferol + Calcium phosphate
"22467011000001108",Colecalciferol + Folic acid
"41488211000001103",Colecalciferol + Menaquinone-7
"775368000",Colesevelam
"23557511000001107",Colestilan
"775369008",Colestipol
"775370009",Colestyramine
"13292901000001102",Colfosceril palmitate
"422267005",Colistimethate
"775373006",Colistin
"786713000",Collagenase clostridium histolyticum
"33515611000001108",Concentrate of proteolytic enzymes enriched in bromelain
"18484611000001104",Conestat alfa
"775382000",Conjugated oestrogens
"774742001",Conjugated oestrogens + Bazedoxifene
"775383005",Conjugated oestrogens + Medroxyprogesterone
"425245004",Conjugated oestrogens + Norgestrel
"13775511000001101",Connaught strain Bacillus of Calmette-Guerin
"775388001",Copper
"22440011000001100",Copper citrate
"27944711000001108",Copper gluconate
"24682311000001102",Copper histidine
"775389009",Copper sulfate
"39560911000001109",Copper tetramibi tetrafluoroborate
"775390000",Corifollitropin alfa
"32621111000001109",Corticorelin
"36412111000001106",Corticotropin
"775393003",Cortisone
"10565311000001102",Coumarin
"39330711000001103",COVID-19 vaccine
"13295601000001104",Cranberry
"27945611000001103",Creatine
"775397002",Crisantaspase
"830203004",Crizanlizumab
"775398007",Crizotinib
"775405001",Crotamiton
"256401009",Cryoprecipitate
"775408004",Cyanocobalamin
"775411003",Cyclizine
"14789311000001103",Cyclomethicone + Isopropyl myristate
"775419001",Cyclopenthiazide
"775421006",Cyclopentolate
"775423009",Cyclophosphamide
"775425002",Cycloserine
"775426001",Cyproheptadine
"775427005",Cyproterone
"12884311000001107",Cystine
"773368003",Cytarabine
"773369006",Cytarabine (liposomal)
"42638411000001107",Cytarabine liposomal pegylated
"42591511000001100",Cytisinicline
"775430003",Cytomegalovirus immunoglobulin
"13568411000001103",Dabigatran etexilate
"775432006",Dabrafenib
"775433001",Dacarbazine
"775434007",Daclatasvir
"775435008",Daclizumab
"781496007",Dacomitinib
"775436009",Dactinomycin
"775437000",Dalbavancin
"775440000",Dalteparin
"775441001",Danaparoid
"775442008",Danazol
"775443003",Dantrolene
"775447002",Dapagliflozin
"24056711000001100",Dapagliflozin + Metformin
"1137319005",Dapoxetine
"775449004",Dapsone
"775450004",Dapsone + Pyrimethamine
"775451000",Daptomycin
"781329007",Daratumumab
"775452007",Darbepoetin alfa
"42222711000001100",Daridorexant
"775453002",Darifenacin
"789167002",Darolutamide
"775454008",Darunavir
"775342007",Darunavir + Cobicistat
"34879511000001101",Darunavir + Cobicistat + Emtricitabine + Tenofovir alafenamide
"36887611000001107",Darvadstrocel
"775455009",Dasabuvir
"775457001",Dasatinib
"773356007",Daunorubicin
"773357003",Daunorubicin (liposomal)
"35787711000001102",Daunorubicin + Cytarabine
"42652011000001100",Daunorubicin liposomal pegylated
"775458006",Debrisoquine
"775459003",Decitabine
"890336004",Decitabine + Cedazuridine
"775460008",Deferasirox
"775461007",Deferiprone
"775463005",Defibrotide
"775464004",Deflazacort
"775465003",Degarelix
"775469009",Delafloxacin
"775470005",Delamanid
"775471009",Delavirdine
"775476004",Demeclocycline
"42093711000001109",Dengue vaccine
"775477008",Denosumab
"781374000",Deoxycholic acid
"775481008",Dequalinium
"775462000",Desferrioxamine
"775485004",Desflurane
"775489005",Desloratadine
"775491002",Desmopressin
"775492009",Desogestrel
"775495006",Desoximetasone
"42174711000001107",Deucravacitinib
"775499000",Dexamethasone
"40712311000001108",Dexamethasone + Levofloxacin
"775502001",Dexamethasone + Tobramycin
"775504000",Dexamfetamine
"775509005",Dexbrompheniramine + Pseudoephedrine
"775512008",Dexibuprofen
"775513003",Dexketoprofen
"775515005",Dexmedetomidine
"775516006",Dexmethylphenidate
"775517002",Dexpanthenol
"775518007",Dexrazoxane
"13132007",Dextran
"13445511000001106",Dextran 40 + Glucose
"13445611000001105",Dextran 40 + Sodium chloride
"13445711000001101",Dextran 70 + Glucose
"1197776008",Dextran 70 + Sodium chloride
"775522002",Dextranomer
"773459001",Dextromethorphan
"775529006",Dextromethorphan + Menthol
"775533004",Dextromethorphan + Pseudoephedrine
"775534005",Dextromethorphan + Triprolidine
"775535006",Dextromoramide
"775536007",Dextropropoxyphene
"775543001",Diamorphine
"775545008",Diazepam
"775546009",Diazoxide
"775548005",Dibotermin alfa
"775550002",Dibrompropamidine
"11764311000001105",Dichlorobenzyl alcohol
"10039011000001108",Dichlorobenzyl alcohol + Amylmetacresol
"17526311000001108",Dichlorodifluoromethane + Chloroform
"775563008",Diclofenac
"32889211000001103",Diclofenac diethylammonium
"36408911000001109",Diclofenac potassium
"36409011000001100",Diclofenac sodium
"36409111000001104",Diclofenac sodium + Misoprostol
"775565001",Diclofenamide
"13292801000001108",Dicobalt edetate
"775568004",Dicycloverine
"775569007",Didanosine
"19447211000001102",Didecyldimethylammonium chloride
"775571007",Dienogest
"775574004",Diethyl phthalate + Methyl salicylate
"13294801000001101",Diethylamine salicylate
"775575003",Diethylcarbamazine
"774530009",Diethylpropion
"775578001",Diethylstilbestrol
"775579009",Diethylstilbestrol + Lactic acid
"41121011000001107",Difelikefalin
"775585002",Diflucortolone
"775586001",Diflunisal
"775589008",Digitoxin
"775590004",Digoxin
"775591000",Digoxin specific antibody
"775592007",Dihydrocodeine
